case_id,animal,cut,thickness,doneness,equipment,language,status,issue_code,issue_message,response_excerpt
case-000595,Vacuno,entrecote,2,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas directa/indirecta. (10
case-000596,Beef,entrecote,2,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. First sear pass: S
case-000597,Vacuno,entrecote,2,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar sartén y horno: Usa sartén caliente y deja espacio e
case-000598,Beef,entrecote,2,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min) 2. First sear p
case-000599,Vacuno,entrecote,2,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 2 min por lado + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de seguridad. (
case-000600,Beef,entrecote,2,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 2 min per side + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: Sear over 
case-000601,Vacuno,entrecote,5,blue,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 4 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000602,Beef,entrecote,5,blue,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 4 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000603,Vacuno,entrecote,5,blue,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 4 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000604,Beef,entrecote,5,blue,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 4 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000605,Vacuno,entrecote,5,blue,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 4 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000606,Beef,entrecote,5,blue,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 4 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000607,Vacuno,entrecote,5,blue,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 4 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar sartén: Usa sartén caliente y deja
case-000608,Beef,entrecote,5,blue,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 4 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear
case-000609,Vacuno,entrecote,5,blue,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 4 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000610,Beef,entrecote,5,blue,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 4 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First 
case-000611,Vacuno,entrecote,5,rare,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 5 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000612,Beef,entrecote,5,rare,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 5 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000613,Vacuno,entrecote,5,rare,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 5 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000614,Beef,entrecote,5,rare,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 5 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000615,Vacuno,entrecote,5,rare,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 5 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000616,Beef,entrecote,5,rare,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 5 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000617,Vacuno,entrecote,5,rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 5 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar sartén: Usa sartén caliente y deja
case-000618,Beef,entrecote,5,rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 5 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear
case-000619,Vacuno,entrecote,5,rare,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 5 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000620,Beef,entrecote,5,rare,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 5 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First 
case-000621,Vacuno,entrecote,5,medium_rare,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 6 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000622,Beef,entrecote,5,medium_rare,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 6 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000623,Vacuno,entrecote,5,medium_rare,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 6 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000624,Beef,entrecote,5,medium_rare,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 6 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000625,Vacuno,entrecote,5,medium_rare,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 6 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000626,Beef,entrecote,5,medium_rare,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 6 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000627,Vacuno,entrecote,5,medium_rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 6 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-000628,Beef,entrecote,5,medium_rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 6 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-000629,Vacuno,entrecote,5,medium_rare,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 6 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000630,Beef,entrecote,5,medium_rare,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 6 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-000631,Vacuno,entrecote,5,medium,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000632,Beef,entrecote,5,medium,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-000633,Vacuno,entrecote,5,medium,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000634,Beef,entrecote,5,medium,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000635,Vacuno,entrecote,5,medium,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000636,Beef,entrecote,5,medium,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-000637,Vacuno,entrecote,5,medium,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar sartén y horno: Usa sartén calient
case-000638,Beef,entrecote,5,medium,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-000639,Vacuno,entrecote,5,medium,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 56°C. Temperatura final esperada tras reposo: 58°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000640,Beef,entrecote,5,medium,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 56°C. Expected final temperature after rest: 58°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-000641,Vacuno,entrecote,5,medium_well,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000642,Beef,entrecote,5,medium_well,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000643,Vacuno,entrecote,5,medium_well,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000644,Beef,entrecote,5,medium_well,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000645,Vacuno,entrecote,5,medium_well,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000646,Beef,entrecote,5,medium_well,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000647,Vacuno,entrecote,5,medium_well,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-000648,Beef,entrecote,5,medium_well,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-000649,Vacuno,entrecote,5,medium_well,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 62°C. Temperatura final esperada tras reposo: 64°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000650,Beef,entrecote,5,medium_well,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 62°C. Expected final temperature after rest: 64°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-000651,Vacuno,entrecote,5,well_done,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000652,Beef,entrecote,5,well_done,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First sear pas
case-000653,Vacuno,entrecote,5,well_done,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000654,Beef,entrecote,5,well_done,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000655,Vacuno,entrecote,5,well_done,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000656,Beef,entrecote,5,well_done,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. F
case-000657,Vacuno,entrecote,5,well_done,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar sartén y horno: Usa sartén calient
case-000658,Beef,entrecote,5,well_done,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat pan and oven: Use a hot pan and keep space between pieces. (10 min
case-000659,Vacuno,entrecote,5,well_done,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 68°C. Temperatura final esperada tras reposo: 71°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000660,Beef,entrecote,5,well_done,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 68°C. Expected final temperature after rest: 71°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
case-000661,Vacuno,entrecote,8,blue,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000662,Beef,entrecote,8,blue,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000663,Vacuno,entrecote,8,blue,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000664,Beef,entrecote,8,blue,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000665,Vacuno,entrecote,8,blue,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000666,Beef,entrecote,8,blue,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000667,Vacuno,entrecote,8,blue,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar sartén: Usa sartén caliente y deja
case-000668,Beef,entrecote,8,blue,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear
case-000669,Vacuno,entrecote,8,blue,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 44°C. Temperatura final esperada tras reposo: 46°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000670,Beef,entrecote,8,blue,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 44°C. Expected final temperature after rest: 46°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First 
case-000671,Vacuno,entrecote,8,rare,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000672,Beef,entrecote,8,rare,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000673,Vacuno,entrecote,8,rare,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000674,Beef,entrecote,8,rare,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000675,Vacuno,entrecote,8,rare,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000676,Beef,entrecote,8,rare,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000677,Vacuno,entrecote,8,rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar sartén: Usa sartén caliente y deja
case-000678,Beef,entrecote,8,rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat pan: Use a hot pan and keep space between pieces. (10 min) 2. Sear
case-000679,Vacuno,entrecote,8,rare,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 48°C. Temperatura final esperada tras reposo: 50°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000680,Beef,entrecote,8,rare,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 48°C. Expected final temperature after rest: 50°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. First 
case-000681,Vacuno,entrecote,8,medium_rare,parrilla gas,es,OK,,,fuego directo controlado. Equipo: parrilla gas. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y una zona suave de se
case-000682,Beef,entrecote,8,medium_rare,parrilla gas,en,OK,,,controlled direct heat. Use parrilla gas. 3 min per side + 7 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear side 1: S
case-000683,Vacuno,entrecote,8,medium_rare,parrilla carbón,es,OK,,,fuego directo controlado. Equipo: parrilla carbón. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Preparar zonas de carbón: Prepara zona fuerte de calor y una zo
case-000684,Beef,entrecote,8,medium_rare,parrilla carbón,en,OK,,,controlled direct heat. Use parrilla carbón. 3 min per side + 7 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Prepare charcoal zones: Build a strong direct zone and a cooler safety side. (10 mi
case-000685,Vacuno,entrecote,8,medium_rare,kamado,es,OK,,,fuego directo controlado. Equipo: kamado. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Estabilizar kamado: Estabiliza temperatura de cúpula y define zonas dire
case-000686,Beef,entrecote,8,medium_rare,kamado,en,OK,,,controlled direct heat. Use kamado. 3 min per side + 7 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Stabilize kamado: Stabilize dome temperature and define direct/indirect zones. (10 min) 2. S
case-000687,Vacuno,entrecote,8,medium_rare,cocina interior,es,OK,,,sartén fuerte + horno suave si hace falta. Equipo: cocina interior. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Calentar sartén medio-alto: Usa sartén calient
case-000688,Beef,entrecote,8,medium_rare,cocina interior,en,OK,,,hot pan + gentle oven if needed. Use cocina interior. 3 min per side + 7 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Heat pan to medium-high: Use a hot pan and keep space between pieces. (10 
case-000689,Vacuno,entrecote,8,medium_rare,Napoleon Rogue 525-2,es,OK,,,fuego directo controlado. Equipo: Napoleon Rogue 525-2. 3 min por lado + 7 min indirecto + 5 min reposo Temperatura de salida: 52°C. Temperatura final esperada tras reposo: 54°C. 1. Precalentar parrilla: Prepara fuego directo y una zona sua
case-000690,Beef,entrecote,8,medium_rare,Napoleon Rogue 525-2,en,OK,,,controlled direct heat. Use Napoleon Rogue 525-2. 3 min per side + 7 min indirect + 5 min rest Pull target: 52°C. Expected final temperature after rest: 54°C. 1. Preheat grill: Create direct heat and a cooler safety zone. (10 min) 2. Sear s
